,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none,math score,reading score,writing score
492,False,False,False,False,True,False,False,True,False,True,83,83,90
493,False,True,False,False,False,False,False,True,False,True,81,88,90
494,False,False,True,False,False,False,False,True,False,True,54,64,68
495,False,False,True,False,False,False,False,True,True,False,68,64,66
496,False,False,False,False,True,False,False,True,False,True,54,48,52
497,False,False,False,False,True,False,True,False,True,False,59,78,76
498,False,False,False,False,False,True,False,True,False,True,66,69,68
499,False,False,False,False,True,False,False,True,False,True,76,71,72
500,False,False,False,True,False,False,False,True,False,True,74,79,82
501,True,False,False,False,False,False,False,True,True,False,94,87,92
502,False,False,False,False,True,False,True,False,False,True,63,61,54
503,True,False,False,False,False,False,False,True,True,False,95,89,92
504,False,False,False,True,False,False,True,False,False,True,40,59,54
505,False,False,False,False,False,True,False,True,False,True,82,82,80
506,False,False,True,False,False,False,False,True,False,True,68,70,66
507,False,True,False,False,False,False,True,False,False,True,55,59,54
508,False,False,False,True,False,False,False,True,False,True,79,78,77
509,False,True,False,False,False,False,False,True,False,True,86,92,87
510,False,False,False,False,True,False,False,True,False,True,76,71,73
511,False,False,False,False,False,True,False,True,False,True,64,50,43
512,False,False,False,False,False,True,True,False,False,True,62,49,52
513,False,False,False,False,False,True,False,True,True,False,54,61,62
514,False,False,False,True,False,False,True,False,True,False,77,97,94
515,False,False,False,False,False,True,False,True,True,False,76,87,85
516,False,False,False,False,True,False,False,True,False,True,74,89,84
517,False,False,False,False,True,False,False,True,True,False,66,74,73
518,False,False,False,False,False,True,False,True,True,False,66,78,78
519,False,False,True,False,False,False,True,False,True,False,67,78,79
520,False,False,False,False,True,False,False,True,False,True,71,49,52
521,True,False,False,False,False,False,False,True,False,True,91,86,84
522,False,True,False,False,False,False,False,True,False,True,69,58,57
523,False,False,False,True,False,False,True,False,False,True,54,59,50
524,False,False,True,False,False,False,False,True,True,False,53,52,49
525,False,False,False,False,True,False,False,True,False,True,68,60,59
526,False,False,False,False,False,True,True,False,True,False,56,61,60
527,False,False,True,False,False,False,True,False,False,True,36,53,43
528,False,True,False,False,False,False,True,False,False,True,29,41,47
529,True,False,False,False,False,False,False,True,False,True,62,74,70
530,True,False,False,False,False,False,False,True,True,False,68,67,73
531,False,False,False,False,False,True,False,True,False,True,47,54,53
532,True,False,False,False,False,False,False,True,True,False,62,61,58
533,True,False,False,False,False,False,False,True,True,False,79,88,94
534,False,False,True,False,False,False,False,True,True,False,73,69,68
535,False,True,False,False,False,False,True,False,True,False,66,83,83
536,True,False,False,False,False,False,False,True,True,False,51,60,58
537,False,False,True,False,False,False,False,True,False,True,51,66,62
538,False,True,False,False,False,False,False,True,True,False,85,66,71
539,True,False,False,False,False,False,False,True,True,False,97,92,86
540,False,False,True,False,False,False,False,True,True,False,75,69,68
541,True,False,False,False,False,False,True,False,True,False,79,82,80
542,True,False,False,False,False,False,False,True,False,True,81,77,79
543,True,False,False,False,False,False,False,True,False,True,82,95,89
544,False,False,False,True,False,False,False,True,False,True,64,63,66
545,False,False,False,False,False,True,True,False,True,False,78,83,80
546,False,False,False,False,False,True,False,True,True,False,92,100,97
547,False,False,True,False,False,False,False,True,True,False,72,67,64
548,False,False,True,False,False,False,True,False,False,True,62,67,64
549,False,False,False,True,False,False,False,True,False,True,79,72,69
550,False,False,False,False,False,True,True,False,False,True,79,76,65
551,False,True,False,False,False,False,True,False,True,False,87,90,88
552,True,False,False,False,False,False,False,True,False,True,40,48,50
553,False,False,False,False,True,False,True,False,False,True,77,62,64
554,True,False,False,False,False,False,False,True,False,True,53,45,40
555,False,False,False,False,True,False,True,False,False,True,32,39,33
556,True,False,False,False,False,False,False,True,True,False,55,72,79
557,False,False,False,True,False,False,True,False,False,True,61,67,66
558,True,False,False,False,False,False,True,False,False,True,53,70,70
559,False,False,False,False,False,True,False,True,False,True,73,66,62
560,False,False,False,False,True,False,False,True,True,False,74,75,79
561,False,False,False,False,True,False,False,True,False,True,63,74,74
562,False,True,False,False,False,False,False,True,True,False,96,90,92
563,False,False,False,False,True,False,True,False,True,False,63,80,80
564,False,True,False,False,False,False,True,False,False,True,48,51,46
565,True,False,False,False,False,False,False,True,False,True,48,43,45
566,False,True,False,False,False,False,True,False,True,False,92,100,100
567,False,False,False,True,False,False,True,False,True,False,61,71,78
568,False,False,True,False,False,False,True,False,False,True,63,48,47
569,False,True,False,False,False,False,True,False,False,True,68,68,67
570,False,False,False,False,True,False,False,True,True,False,71,75,70
571,False,True,False,False,False,False,False,True,False,True,91,96,92
572,False,False,False,False,True,False,False,True,False,True,53,62,56
573,False,False,True,False,False,False,True,False,True,False,50,66,64
574,False,False,True,False,False,False,False,True,False,True,74,81,71
575,True,False,False,False,False,False,True,False,True,False,40,55,53
576,False,False,False,False,True,False,False,True,True,False,61,51,52
577,False,False,True,False,False,False,False,True,False,True,81,91,89
578,False,False,False,False,True,False,True,False,True,False,48,56,58
579,False,False,False,True,False,False,False,True,False,True,53,61,68
580,False,False,False,False,False,True,False,True,False,True,81,97,96
581,False,False,False,False,False,True,False,True,False,True,77,79,80
582,False,True,False,False,False,False,True,False,False,True,63,73,78
583,True,False,False,False,False,False,False,True,True,False,73,75,80
584,False,False,False,False,True,False,False,True,False,True,69,77,77
585,True,False,False,False,False,False,False,True,False,True,65,76,76
586,False,False,True,False,False,False,False,True,False,True,55,73,73
587,False,True,False,False,False,False,True,False,False,True,44,63,62
588,False,False,False,False,True,False,False,True,False,True,54,64,65
589,False,False,False,False,False,True,False,True,False,True,48,66,65
590,False,False,False,False,True,False,True,False,False,True,58,57,54
591,False,False,False,False,False,True,False,True,False,True,71,62,50
592,False,True,False,False,False,False,False,True,False,True,68,68,64
593,False,False,True,False,False,False,False,True,False,True,74,76,73
594,False,True,False,False,False,False,False,True,True,False,92,100,99
595,False,True,False,False,False,False,False,True,True,False,56,79,72
596,False,False,True,False,False,False,True,False,False,True,30,24,15
597,False,False,False,False,False,True,False,True,False,True,53,54,48
598,False,False,True,False,False,False,False,True,False,True,69,77,73
599,False,False,False,False,False,True,False,True,False,True,65,82,81
600,False,False,False,True,False,False,False,True,False,True,54,60,63
601,False,False,True,False,False,False,False,True,False,True,29,29,30
602,False,False,False,False,True,False,False,True,False,True,76,78,80
603,False,False,True,False,False,False,True,False,False,True,60,57,51
604,False,False,False,True,False,False,True,False,True,False,84,89,90
605,False,False,False,False,False,True,False,True,False,True,75,72,62
606,True,False,False,False,False,False,False,True,False,True,85,84,82
607,False,False,False,True,False,False,True,False,False,True,40,58,54
608,False,False,False,False,True,False,False,True,False,True,61,64,62
609,True,False,False,False,False,False,False,True,False,True,58,63,65
610,False,False,False,False,True,False,True,False,True,False,69,60,63
611,False,False,False,False,True,False,False,True,False,True,58,59,66
612,False,True,False,False,False,False,False,True,True,False,94,90,91
613,True,False,False,False,False,False,False,True,False,True,65,77,74
614,True,False,False,False,False,False,False,True,False,True,82,93,93
615,False,False,True,False,False,False,False,True,False,True,60,68,72
616,False,True,False,False,False,False,False,True,False,True,37,45,38
617,False,True,False,False,False,False,False,True,False,True,88,78,83
618,False,False,False,True,False,False,False,True,False,True,95,81,84
619,True,False,False,False,False,False,True,False,True,False,65,73,68
620,False,False,True,False,False,False,True,False,False,True,35,61,54
621,False,True,False,False,False,False,True,False,False,True,62,63,56
622,False,False,True,False,False,False,True,False,True,False,58,51,52
623,False,False,False,False,True,False,False,True,True,False,100,96,86
624,False,True,False,False,False,False,True,False,False,True,61,58,62
625,False,False,False,False,True,False,False,True,True,False,100,97,99
626,True,False,False,False,False,False,True,False,True,False,69,70,63
627,True,False,False,False,False,False,False,True,False,True,61,48,46
628,False,False,False,False,True,False,True,False,False,True,49,57,46
629,False,False,False,False,False,True,False,True,True,False,44,51,55
630,False,False,False,False,True,False,False,True,False,True,67,64,70
631,False,False,True,False,False,False,False,True,False,True,79,60,65
632,False,True,False,False,False,False,False,True,True,False,66,74,81
633,False,False,True,False,False,False,False,True,False,True,75,88,85
634,False,False,False,False,False,True,False,True,False,True,84,84,80
635,False,False,True,False,False,False,False,True,False,True,71,74,64
636,False,False,True,False,False,False,True,False,True,False,67,80,81
637,False,False,False,False,False,True,False,True,True,False,80,92,88
638,False,False,False,False,True,False,False,True,False,True,86,76,74
639,True,False,False,False,False,False,False,True,False,True,76,74,73
640,False,False,True,False,False,False,False,True,False,True,41,52,51
641,True,False,False,False,False,False,True,False,True,False,74,88,90
642,False,False,False,False,False,True,True,False,False,True,72,81,79
643,False,False,True,False,False,False,False,True,True,False,74,79,80
644,False,False,True,False,False,False,False,True,False,True,70,65,60
645,False,True,False,False,False,False,False,True,True,False,65,81,81
646,True,False,False,False,False,False,False,True,False,True,59,70,65
647,False,False,True,False,False,False,True,False,False,True,64,62,68
648,False,False,True,False,False,False,False,True,False,True,50,53,55
649,False,False,False,False,True,False,False,True,True,False,69,79,81
650,False,False,False,False,False,True,True,False,True,False,51,56,53
651,False,False,True,False,False,False,False,True,True,False,68,80,76
652,False,False,False,False,True,False,False,True,True,False,85,86,98
653,True,False,False,False,False,False,False,True,True,False,65,70,74
654,False,False,False,False,False,True,False,True,False,True,73,79,79
655,False,False,False,False,True,False,False,True,False,True,62,67,67
656,True,False,False,False,False,False,True,False,False,True,77,67,64
657,False,False,False,False,False,True,False,True,False,True,69,66,61
658,True,False,False,False,False,False,True,False,False,True,43,60,58
659,True,False,False,False,False,False,False,True,False,True,90,87,85
660,False,False,False,False,True,False,True,False,False,True,74,77,73
661,False,False,False,False,False,True,False,True,False,True,73,66,63
662,False,False,False,False,True,False,True,False,False,True,55,71,69
663,False,False,True,False,False,False,False,True,False,True,65,69,67
664,True,False,False,False,False,False,False,True,False,True,80,63,63
665,False,False,False,False,False,True,True,False,True,False,50,60,60
666,False,False,False,False,True,False,True,False,True,False,63,73,71
667,False,True,False,False,False,False,True,False,False,True,77,85,87
668,False,False,False,False,True,False,False,True,False,True,73,74,61
669,True,False,False,False,False,False,False,True,True,False,81,72,77
670,False,False,True,False,False,False,True,False,False,True,66,76,68
671,True,False,False,False,False,False,True,False,False,True,52,57,50
672,False,False,False,False,True,False,False,True,False,True,69,78,76
673,True,False,False,False,False,False,False,True,True,False,65,84,84
674,False,False,True,False,False,False,False,True,True,False,69,77,78
675,False,False,False,False,True,False,False,True,True,False,50,64,66
676,False,False,False,False,True,False,False,True,True,False,73,78,76
677,False,False,False,False,False,True,False,True,True,False,70,82,76
678,True,False,False,False,False,False,True,False,False,True,81,75,78
679,False,False,False,False,True,False,True,False,False,True,63,61,60
680,False,False,True,False,False,False,False,True,False,True,67,72,74
681,False,False,True,False,False,False,False,True,False,True,60,68,60
682,False,False,True,False,False,False,False,True,False,True,62,55,54
683,False,False,False,False,False,True,True,False,True,False,29,40,44
684,False,False,False,False,True,False,False,True,True,False,62,66,68
685,False,False,False,True,False,False,False,True,True,False,94,99,100
686,False,False,False,False,True,False,False,True,True,False,85,75,68
687,True,False,False,False,False,False,True,False,False,True,77,78,73
688,False,False,True,False,False,False,True,False,False,True,53,58,44
689,False,False,False,False,True,False,True,False,False,True,93,90,83
690,True,False,False,False,False,False,False,True,False,True,49,53,53
691,True,False,False,False,False,False,True,False,False,True,73,76,78
692,False,True,False,False,False,False,True,False,True,False,66,74,81
693,True,False,False,False,False,False,False,True,False,True,77,77,73
694,False,False,False,False,False,True,False,True,False,True,49,63,56
695,False,False,False,False,True,False,True,False,False,True,79,89,86
696,True,False,False,False,False,False,False,True,True,False,75,82,90
697,False,True,False,False,False,False,False,True,False,True,59,72,70
698,True,False,False,False,False,False,False,True,True,False,57,78,79
699,False,False,True,False,False,False,True,False,False,True,66,66,59
700,False,True,False,False,False,False,False,True,True,False,79,81,82
701,False,False,False,False,False,True,False,True,False,True,57,67,72
702,False,True,False,False,False,False,False,True,True,False,87,84,87
703,False,False,False,False,True,False,False,True,False,True,63,64,67
704,False,False,False,False,False,True,True,False,True,False,59,63,64
705,False,True,False,False,False,False,True,False,False,True,62,72,65
706,False,False,True,False,False,False,False,True,False,True,46,34,36
707,False,False,False,False,True,False,False,True,False,True,66,59,52
708,False,False,True,False,False,False,False,True,False,True,89,87,79
709,True,False,False,False,False,False,True,False,True,False,42,61,58
710,False,False,False,False,True,False,False,True,True,False,93,84,90
711,False,False,False,False,False,True,False,True,True,False,80,85,85
712,False,False,False,False,True,False,False,True,False,True,98,100,99
713,False,False,False,True,False,False,False,True,False,True,81,81,84
714,False,False,False,False,False,True,False,True,True,False,60,70,74
715,True,False,False,False,False,False,True,False,True,False,76,94,87
716,True,False,False,False,False,False,False,True,True,False,73,78,72
717,True,False,False,False,False,False,False,True,True,False,96,96,99
718,False,False,True,False,False,False,False,True,False,True,76,76,74
719,True,False,False,False,False,False,True,False,True,False,91,73,80
720,False,False,False,False,True,False,True,False,False,True,62,72,70
721,False,False,False,False,False,True,True,False,True,False,55,59,59
722,False,False,False,False,False,True,True,False,True,False,74,90,88
723,False,False,True,False,False,False,False,True,False,True,50,48,42
724,False,False,False,False,True,False,False,True,False,True,47,43,41
725,False,False,False,False,True,False,False,True,True,False,81,74,71
726,True,False,False,False,False,False,False,True,True,False,65,75,77
727,False,False,False,False,False,True,False,True,True,False,68,51,57
728,False,False,True,False,False,False,True,False,False,True,73,92,84
729,False,False,False,False,True,False,False,True,False,True,53,39,37
730,True,False,False,False,False,False,True,False,True,False,68,77,80
731,False,False,False,False,False,True,True,False,False,True,55,46,43
732,False,False,False,False,True,False,False,True,True,False,87,89,94
733,False,False,False,False,False,True,False,True,False,True,55,47,44
734,False,False,False,False,True,False,True,False,False,True,53,58,57
735,False,False,False,True,False,False,False,True,False,True,67,57,59
736,True,False,False,False,False,False,False,True,False,True,92,79,84
737,False,False,False,False,True,False,True,False,True,False,53,66,73
738,True,False,False,False,False,False,False,True,False,True,81,71,73
739,False,False,True,False,False,False,True,False,False,True,61,60,55
740,False,True,False,False,False,False,False,True,False,True,80,73,72
741,True,False,False,False,False,False,True,False,False,True,37,57,56
742,False,False,True,False,False,False,False,True,False,True,81,84,82
743,True,False,False,False,False,False,False,True,True,False,59,73,72
744,False,False,False,False,True,False,True,False,False,True,55,55,47
745,True,False,False,False,False,False,False,True,False,True,72,79,74
746,False,False,True,False,False,False,False,True,False,True,69,75,71
747,False,False,False,False,True,False,False,True,False,True,69,64,68
748,False,True,False,False,False,False,True,False,False,True,50,60,59
749,False,False,False,False,True,False,False,True,True,False,87,84,86
750,False,False,False,False,False,True,False,True,True,False,71,69,68
751,False,False,False,False,True,False,False,True,False,True,68,72,65
752,False,False,False,True,False,False,True,False,True,False,79,77,75
753,False,False,False,False,False,True,False,True,True,False,77,90,85
754,True,False,False,False,False,False,True,False,False,True,58,55,53
755,True,False,False,False,False,False,False,True,False,True,84,95,92
756,False,False,False,False,True,False,False,True,False,True,55,58,52
757,False,True,False,False,False,False,True,False,True,False,70,68,72
758,False,False,False,False,True,False,True,False,True,False,52,59,65
759,False,False,False,False,True,False,False,True,True,False,69,77,77
760,False,False,True,False,False,False,True,False,False,True,53,72,64
761,False,False,False,False,False,True,False,True,False,True,48,58,54
762,False,False,False,False,False,True,False,True,True,False,78,81,86
763,False,False,True,False,False,False,False,True,False,True,62,62,63
764,False,False,False,False,True,False,False,True,False,True,60,63,59
765,False,False,True,False,False,False,False,True,False,True,74,72,72
766,False,False,True,False,False,False,False,True,True,False,58,75,77
767,False,False,True,False,False,False,False,True,True,False,76,62,60
768,False,False,False,False,False,True,False,True,False,True,68,71,75
769,False,False,False,False,True,False,True,False,False,True,58,60,57
770,False,False,True,False,False,False,False,True,False,True,52,48,49
771,False,True,False,False,False,False,False,True,False,True,75,73,74
772,False,False,False,False,False,True,True,False,True,False,52,67,72
773,False,True,False,False,False,False,True,False,False,True,62,78,79
774,False,False,False,False,True,False,False,True,False,True,66,65,60
775,False,False,False,False,False,True,True,False,False,True,49,58,55
776,False,False,True,False,False,False,False,True,False,True,66,72,70
777,False,False,False,False,True,False,True,False,False,True,35,44,43
778,False,False,False,False,True,False,False,True,True,False,72,79,82
779,True,False,False,False,False,False,False,True,True,False,94,85,82
780,True,False,False,False,False,False,True,False,False,True,46,56,57
781,False,False,False,True,False,False,False,True,False,True,77,90,84
782,False,False,True,False,False,False,True,False,True,False,76,85,82
783,True,False,False,False,False,False,False,True,True,False,52,59,62
784,False,True,False,False,False,False,False,True,True,False,91,81,79
785,False,False,False,False,False,True,False,True,True,False,32,51,44
786,False,False,False,False,False,True,True,False,False,True,72,79,77
787,False,False,False,False,True,False,False,True,False,True,19,38,32
788,True,False,False,False,False,False,True,False,False,True,68,65,61
789,False,False,False,True,False,False,True,False,False,True,52,65,61
790,False,False,True,False,False,False,False,True,False,True,48,62,60
791,False,False,False,False,True,False,True,False,False,True,60,66,70
792,False,False,True,False,False,False,True,False,False,True,66,74,69
793,False,False,False,False,False,True,False,True,True,False,89,84,77
794,False,False,True,False,False,False,False,True,False,True,42,52,51
795,True,False,False,False,False,False,True,False,True,False,57,68,73
796,False,False,True,False,False,False,False,True,False,True,70,70,70
797,True,False,False,False,False,False,True,False,False,True,70,84,81
798,False,False,False,False,True,False,False,True,False,True,69,60,54
799,True,False,False,False,False,False,False,True,False,True,52,55,57
800,False,False,False,False,False,True,False,True,True,False,67,73,68
801,False,False,False,False,False,True,False,True,True,False,76,80,73
802,True,False,False,False,False,False,False,True,False,True,87,94,95
803,False,False,False,False,True,False,False,True,False,True,82,85,87
804,False,False,False,False,True,False,False,True,False,True,73,76,78
805,False,False,False,False,True,False,True,False,False,True,75,81,74
806,False,False,False,False,True,False,True,False,False,True,64,74,75
807,False,False,True,False,False,False,True,False,False,True,41,45,40
808,False,False,True,False,False,False,False,True,False,True,90,75,69
809,False,True,False,False,False,False,False,True,False,True,59,54,51
810,False,False,False,False,False,True,False,True,False,True,51,31,36
811,False,False,True,False,False,False,True,False,False,True,45,47,49
812,False,False,False,True,False,False,False,True,True,False,54,64,67
813,False,False,False,False,False,True,False,True,True,False,87,84,76
814,False,False,True,False,False,False,False,True,False,True,72,80,83
815,False,False,False,False,False,True,False,True,True,False,94,86,87
816,False,True,False,False,False,False,False,True,False,True,45,59,64
817,False,True,False,False,False,False,True,False,True,False,61,70,76
818,False,False,True,False,False,False,True,False,False,True,60,72,68
819,False,False,False,False,False,True,False,True,False,True,77,91,88
820,False,False,False,False,False,True,False,True,True,False,85,90,92
821,False,True,False,False,False,False,True,False,False,True,78,90,93
822,False,False,False,False,True,False,True,False,True,False,49,52,51
823,False,False,True,False,False,False,True,False,False,True,71,87,82
824,False,False,False,False,False,True,True,False,False,True,48,58,52
825,False,False,True,False,False,False,False,True,False,True,62,67,58
826,True,False,False,False,False,False,True,False,True,False,56,68,70
827,False,False,False,False,False,True,False,True,False,True,65,69,76
828,False,False,False,False,False,True,True,False,True,False,69,86,81
829,False,False,False,False,False,True,False,True,False,True,68,54,53
830,False,False,False,False,True,False,True,False,False,True,61,60,57
831,False,True,False,False,False,False,True,False,True,False,74,86,89
832,False,True,False,False,False,False,False,True,False,True,64,60,58
833,False,False,True,False,False,False,False,True,True,False,77,82,89
834,False,False,False,False,True,False,False,True,False,True,58,50,45
835,False,False,True,False,False,False,False,True,True,False,60,64,74
836,False,False,True,False,False,False,False,True,False,True,73,64,57
837,False,False,True,False,False,False,False,True,True,False,75,82,79
838,True,False,False,False,False,False,True,False,True,False,58,57,53
839,True,False,False,False,False,False,False,True,False,True,66,77,73
840,False,False,True,False,False,False,True,False,False,True,39,52,46
841,False,False,False,False,False,True,False,True,False,True,64,58,51
842,False,False,True,False,False,False,True,False,True,False,23,44,36
843,False,False,False,False,True,False,True,False,True,False,74,77,76
844,False,False,False,False,False,True,True,False,True,False,40,65,64
845,False,False,False,True,False,False,False,True,False,True,90,85,84
846,False,False,False,True,False,False,False,True,True,False,91,85,85
847,False,False,True,False,False,False,False,True,False,True,64,54,50
848,False,False,True,False,False,False,False,True,False,True,59,72,68
849,True,False,False,False,False,False,False,True,False,True,80,75,69
850,False,False,False,True,False,False,False,True,False,True,71,67,67
851,False,False,True,False,False,False,False,True,False,True,61,68,63
852,False,False,False,False,True,False,False,True,False,True,87,85,93
853,False,False,False,False,False,True,False,True,False,True,82,67,61
854,False,False,False,False,False,True,False,True,False,True,62,64,55
855,False,True,False,False,False,False,False,True,False,True,97,97,96
856,False,False,False,False,True,False,True,False,False,True,75,68,65
857,False,True,False,False,False,False,False,True,False,True,65,79,81
858,False,False,True,False,False,False,False,True,True,False,52,49,46
859,True,False,False,False,False,False,True,False,False,True,87,73,72
860,True,False,False,False,False,False,False,True,False,True,53,62,53
861,False,False,False,True,False,False,True,False,False,True,81,86,87
862,False,True,False,False,False,False,True,False,True,False,39,42,38
863,False,False,False,False,True,False,False,True,True,False,71,71,80
864,True,False,False,False,False,False,False,True,False,True,97,93,91
865,False,False,False,False,True,False,False,True,True,False,82,82,88
866,False,False,True,False,False,False,True,False,False,True,59,53,52
867,True,False,False,False,False,False,False,True,False,True,61,42,41
868,True,False,False,False,False,False,True,False,True,False,78,74,72
869,True,False,False,False,False,False,True,False,False,True,49,51,51
870,False,False,True,False,False,False,False,True,False,True,59,58,47
871,False,False,False,False,True,False,False,True,True,False,70,72,76
872,True,False,False,False,False,False,False,True,True,False,82,84,78
873,True,False,False,False,False,False,True,False,False,True,90,90,82
874,False,True,False,False,False,False,True,False,False,True,43,62,61
875,False,False,False,False,True,False,True,False,False,True,80,64,66
876,False,False,False,False,True,False,False,True,False,True,81,82,84
877,False,False,False,False,False,True,False,True,False,True,57,61,54
878,False,False,False,False,False,True,False,True,False,True,59,72,80
879,True,False,False,False,False,False,False,True,False,True,64,76,74
880,False,True,False,False,False,False,False,True,True,False,63,64,66
881,False,True,False,False,False,False,False,True,True,False,71,70,70
882,False,False,True,False,False,False,True,False,False,True,64,73,71
883,False,True,False,False,False,False,True,False,False,True,55,46,44
884,True,False,False,False,False,False,False,True,False,True,51,51,54
885,True,False,False,False,False,False,False,True,True,False,62,76,80
886,True,False,False,False,False,False,False,True,True,False,93,100,95
887,False,False,True,False,False,False,True,False,False,True,54,72,59
888,False,False,False,False,True,False,True,False,False,True,69,65,74
889,False,False,True,False,False,False,True,False,False,True,44,51,48
890,False,False,False,False,True,False,False,True,True,False,86,85,91
891,True,False,False,False,False,False,False,True,False,True,85,92,85
892,False,False,False,True,False,False,True,False,False,True,50,67,73
893,False,False,False,False,False,True,False,True,True,False,88,74,75
894,True,False,False,False,False,False,False,True,False,True,59,62,69
895,False,False,False,False,False,True,True,False,False,True,32,34,38
896,False,False,True,False,False,False,True,False,False,True,36,29,27
897,False,False,False,False,False,True,True,False,True,False,63,78,79
898,True,False,False,False,False,False,False,True,True,False,67,54,63
899,False,False,False,False,False,True,False,True,True,False,65,78,82
900,False,False,False,True,False,False,False,True,False,True,85,84,89
901,False,False,False,True,False,False,False,True,False,True,73,78,74
902,False,False,True,False,False,False,True,False,True,False,34,48,41
903,False,True,False,False,False,False,True,False,True,False,93,100,100
904,False,False,False,False,False,True,True,False,False,True,67,84,84
905,False,False,False,False,True,False,False,True,False,True,88,77,77
906,False,False,True,False,False,False,False,True,False,True,57,48,51
907,False,False,False,False,True,False,False,True,True,False,79,84,91
908,False,True,False,False,False,False,True,False,False,True,67,75,72
909,False,True,False,False,False,False,False,True,True,False,70,64,70
910,False,True,False,False,False,False,True,False,False,True,50,42,48
911,False,False,False,False,True,False,False,True,False,True,69,84,82
912,False,True,False,False,False,False,False,True,True,False,52,61,66
913,False,True,False,False,False,False,True,False,True,False,47,62,66
914,True,False,False,False,False,False,True,False,False,True,46,61,55
915,False,False,False,False,True,False,False,True,False,True,68,70,66
916,False,True,False,False,False,False,False,True,True,False,100,100,100
917,False,False,True,False,False,False,False,True,False,True,44,61,52
918,True,False,False,False,False,False,False,True,True,False,57,77,80
919,False,False,False,False,True,False,False,True,True,False,91,96,91
920,False,False,True,False,False,False,True,False,False,True,69,70,67
921,False,False,True,False,False,False,True,False,False,True,35,53,46
922,False,False,True,False,False,False,False,True,False,True,72,66,66
923,True,False,False,False,False,False,True,False,False,True,54,65,65
924,False,False,True,False,False,False,True,False,False,True,74,70,69
925,False,False,False,False,False,True,False,True,True,False,74,64,60
926,True,False,False,False,False,False,True,False,False,True,64,56,52
927,False,False,True,False,False,False,True,False,True,False,65,61,71
928,True,False,False,False,False,False,True,False,True,False,46,43,44
929,False,False,False,False,False,True,True,False,False,True,48,56,51
930,False,False,False,False,True,False,True,False,True,False,67,74,70
931,False,False,False,False,True,False,True,False,False,True,62,57,62
932,True,False,False,False,False,False,True,False,True,False,61,71,73
933,False,True,False,False,False,False,True,False,True,False,70,75,74
934,True,False,False,False,False,False,False,True,True,False,98,87,90
935,False,False,False,False,True,False,True,False,False,True,70,63,58
936,True,False,False,False,False,False,False,True,False,True,67,57,53
937,False,False,True,False,False,False,True,False,False,True,57,58,57
938,False,False,False,False,True,False,False,True,True,False,85,81,85
939,False,False,False,False,False,True,False,True,True,False,77,68,69
940,False,False,False,True,False,False,True,False,True,False,72,66,72
941,False,False,False,True,False,False,False,True,False,True,78,91,96
942,False,False,True,False,False,False,False,True,False,True,81,66,64
943,False,False,False,False,False,True,True,False,True,False,61,62,61
944,False,False,True,False,False,False,False,True,False,True,58,68,61
945,True,False,False,False,False,False,False,True,False,True,54,61,58
946,False,False,True,False,False,False,False,True,False,True,82,82,80
947,False,False,False,False,True,False,True,False,False,True,49,58,60
948,False,False,False,False,False,True,True,False,True,False,49,50,52
949,False,False,True,False,False,False,True,False,True,False,57,75,73
950,False,False,True,False,False,False,False,True,False,True,94,73,71
951,False,False,False,False,True,False,False,True,True,False,75,77,83
952,False,False,False,False,False,True,True,False,False,True,74,74,72
953,False,False,True,False,False,False,False,True,True,False,58,52,54
954,False,False,False,False,True,False,False,True,False,True,62,69,69
955,True,False,False,False,False,False,False,True,False,True,72,57,62
956,False,False,False,False,True,False,False,True,False,True,84,87,81
957,False,False,False,True,False,False,False,True,False,True,92,100,100
958,False,False,True,False,False,False,False,True,False,True,45,63,59
959,False,False,True,False,False,False,False,True,False,True,75,81,71
960,False,False,False,False,True,False,False,True,False,True,56,58,64
961,False,False,False,False,False,True,True,False,False,True,48,54,53
962,True,False,False,False,False,False,False,True,False,True,100,100,100
963,False,False,False,False,False,True,True,False,True,False,65,76,75
964,False,False,False,False,True,False,False,True,False,True,72,57,58
965,False,False,False,False,True,False,False,True,False,True,62,70,72
966,False,False,False,False,False,True,False,True,True,False,66,68,64
967,False,False,False,False,True,False,False,True,False,True,63,63,60
968,True,False,False,False,False,False,False,True,False,True,68,76,67
969,False,True,False,False,False,False,False,True,False,True,75,84,80
970,False,True,False,False,False,False,False,True,False,True,89,100,100
971,False,False,False,False,False,True,False,True,True,False,78,72,69
972,False,False,True,False,False,False,True,False,True,False,53,50,60
973,False,False,False,False,True,False,True,False,False,True,49,65,61
974,False,False,False,False,True,False,False,True,False,True,54,63,67
975,False,False,False,False,True,False,False,True,True,False,64,82,77
976,False,False,False,False,True,False,True,False,True,False,60,62,60
977,True,False,False,False,False,False,False,True,False,True,62,65,58
978,False,False,True,False,False,False,False,True,True,False,55,41,48
979,True,False,False,False,False,False,False,True,False,True,91,95,94
980,False,False,True,False,False,False,True,False,False,True,8,24,23
981,False,False,False,False,False,True,False,True,False,True,81,78,78
982,False,False,False,False,False,True,False,True,True,False,79,85,86
983,False,False,False,False,True,False,False,True,True,False,78,87,91
984,False,False,False,False,False,True,False,True,False,True,74,75,82
985,False,False,True,False,False,False,False,True,False,True,57,51,54
986,True,False,False,False,False,False,False,True,False,True,40,59,51
987,False,False,False,False,False,True,False,True,True,False,81,75,76
